0.0438	0.307540107
0.0428	0.318792271
0.0492	0.331018519
0.0547	0.327729258
0.0420	0.34139738
0.0440	0.346533865
0.0568	0.322752613
0.0634	0.314868421
0.0437	0.32833935
0.0398	0.283203593
0.0501	0.282691218
0.0403	0.289860335
0.0474	0.277106599
0.0558	0.277727273
0.0479	0.300906736
0.0345	0.334925
0.0342	0.323043478
0.0474	0.303228477
0.0587	0.272015707
0.0542	0.279345238
0.0737	0.252983607
0.0653	0.296623563
0.0442	0.308205128
0.0497	0.269529965
0.0390	0.288099174
0.0400	0.280204082
0.0423	0.262257732
0.0402	0.271243414
0.0484	0.272536082
0.0578	0.25515444
0.0355	0.273267544
0.0263	0.286196078
0.0272	0.346524702
0.0167	0.350336879
0.0088	0.345060606
0.0075	0.368785812
0.0075	0.368162291
0.0094	0.316528836
0.0086	0.368513357
0.0072	0.390574837
0.0081	0.413323471
0.0070	0.380102605
0.0069	0.386689314
0.0072	0.402129909
0.0075	0.412843494
0.0075	0.459058718
0.0081	0.484030589
0.0103	0.459459459
0.0144	0.411218425
0.0149	0.411896745
0.0145	0.392443839
0.0216	0.359563808
0.0233	0.352777003
0.0252	0.33790195
0.0158	0.346477392
0.0218	0.324493732
0.0331	0.312
0.0381	0.293862503
0.0246	0.301369863
0.0397	0.279313068
0.0385	0.268047112
0.0297	0.266935928
0.0326	0.259393784
0.0355	0.25504452
0.0397	0.248426763
0.0438	0.240084828
0.0555	0.224554455
0.0510	0.22630675
0.0590	0.222897802
0.0783	0.212624416
0.0771	0.211929706
0.0511	0.208094224
0.0469	0.206849713
0.0815	0.195440804
0.0984	0.18788
0.0632	0.180258805
0.0534	0.172301539
0.0561	0.167401152
0.0799	0.160335556
0.1091	0.153380408
0.1229	0.150375336
0.1476	0.142873993
0.1189	0.149237481
0.0889	0.150777278
0.1016	0.143542408
0.0801	0.150059711
0.0639	0.165774178
0.0685	0.161484123
0.0768	0.157358047
0.0880	0.147793378
0.0795	0.14521859
0.0585	0.152707684
0.0380	0.164985089
0.0330	0.173235347
0.0493	0.166032211
0.0593	0.155740433
0.0543	0.141290153
0.0563	0.132086389
0.0505	0.128062879
0.0593	0.123845971
0.0633	0.113277783
